Molecula,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Pos_7,Pos_8,Pos_9,Pos_10,Pos_11,Pos_12,Pos_13,Pos_14,Pos_15,Pos_16,nm_R1,R1,Rmax,nm_Rmax,Rmin,nm_Rmin,e1,m1,g1,gmax1,gmax,gmaxmax,gmin,gminmin
6Heliceno_6-CC_9-Br_11-Cl_12-CHO_13-SH_15-NO2.log,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.232,0.0,0.227,0.42,0.15,0.0,0.78,0.0,449.43,16.2669,456.2618,364.98,-300.1103,290.25,1.27,0.405,0.00403,0.012752822,0.0211,0.028821756,-0.0061,0.012096027
6Heliceno_11-COOH_12-CH3_13-OH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,-0.17,-0.37,0.0,0.0,0.0,385.42,14.4231,421.8292,350.56,-290.1608,258.95,1.2,0.382,0.00403,0.012762145,0.00669,0.023747423,-0.00874,0.013074463
6Heliceno_4-OMe_6-CP_10-CH3_14-OH_16-SH.log,0.0,0.0,0.0,-0.27,0.0,0.16,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,-0.37,0.0,0.15,405.87,11.6335,214.6571,375.29,-135.5452,276.08,1.07,0.406,0.00403,0.015119629,0.00916,0.021610475,-0.0149,0.018798005
6Heliceno_3-F_13-CC.log,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,379.91,8.3002,524.6174,346.7,-565.72,266.32,0.908,0.493,0.00402,0.021714462,0.00501,0.024512387,-0.00838,0.009884177
6Heliceno_2-COOH_11-COOH.log,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,387.93,17.6144,592.2757,358.05,-257.7872,257.44,1.32,0.685,0.00402,0.020688616,0.017,0.034701369,-0.013,0.016987162
6Heliceno_6-COOH_15-COOH.log,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,387.93,17.6144,592.2757,358.05,-257.7872,257.44,1.32,0.685,0.00402,0.020688616,0.017,0.034701369,-0.013,0.016987162
6Heliceno_6-CHO_10-CHO_14-COOH_15-CN.log,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.45,0.66,0.0,425.21,54.3091,333.5139,370.22,-300.5098,291.09,2.32,1.01,0.00402,0.017382935,0.0261,0.036206443,-0.00443,0.005616698
6Heliceno_1-OMe_6-OH_13-OH_15-NH2.log,-0.27,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,-0.66,0.0,431.43,51.8652,303.3971,334.57,-208.7906,255.02,2.27,1.08,0.00402,0.019016256,0.0227,0.030294263,-0.00797,0.008341258
6Heliceno_6-CHO_10-CHO_14-COOH_15-CN.log,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.45,0.66,0.0,425.21,54.3091,333.5139,370.22,-300.5098,291.09,2.32,1.01,0.00402,0.017382935,0.0261,0.036206443,-0.00443,0.005616698
6Heliceno_1-CH3_2-CH3_10-CH3_14-CC.log,-0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,0.23,0.0,0.0,397.35,32.0856,519.117,354.21,-336.0117,270.58,1.79,0.945,0.00402,0.021148053,0.0127,0.030247691,-0.00398,0.004703595
6Heliceno_1-OMe_2-CN_5-OMe_9-CN_12-F.log,-0.27,0.66,0.0,0.0,-0.27,0.0,0.0,0.0,0.66,0.0,0.0,0.06,0.0,0.0,0.0,0.0,415.34,84.8195,147.7817,352.03,-308.6321,256.1,2.91,1.42,0.00402,0.019561387,0.00473,0.028943931,-0.00531,0.008688198
6Heliceno_1-NO2_3-CN_5-CHO_6-NO2_12-CN_13-CHO.log,0.78,0.0,0.66,0.0,0.42,0.78,0.0,0.0,0.0,0.0,0.0,0.66,0.42,0.0,0.0,0.0,443.79,13.5614,137.0186,367.81,-170.1122,350.31,1.16,0.654,0.00402,0.02250572,0.00203,0.018162547,-0.00673,0.007808353
6Heliceno_3-NH2_4-SMe_7-OH_9-SMe_10-OH_14-OMe.log,0.0,0.0,-0.66,0.001,0.0,0.0,-0.37,0.0,0.001,-0.37,0.0,0.0,0.0,-0.27,0.0,0.0,408.14,29.2739,343.0797,363.65,-309.7823,277.64,1.71,0.601,0.00402,0.014081607,0.0043,0.024951932,-0.00775,0.007785729
6Heliceno_6-CN_7-CN.log,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.68,59.6213,352.6945,358.0,-176.1058,253.67,2.44,0.997,0.00401,0.016351631,0.00864,0.026144009,-0.00538,0.009214274
6Heliceno_6-CC_11-CC_15-CP.log,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.16,0.0,397.98,129.9417,474.9507,367.84,-549.0656,314.41,3.6,1.57,0.00401,0.017454318,0.0354,0.040615536,-0.00745,0.009864995
6Heliceno_2-OMe_4-CN_10-F_15-F.log,0.0,-0.27,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,397.81,81.5987,415.4779,345.13,-208.0475,247.88,2.85,1.38,0.00401,0.019364605,0.00838,0.026444911,-0.00513,0.009466126
6Heliceno_2-CP_4-CP_9-CH3_16-CH3.log,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,408.61,85.0566,294.1882,331.64,-290.7018,320.22,2.91,1.47,0.00401,0.020150444,0.00576,0.012033701,-0.0024,0.006295485
6Heliceno_6-F_11-OMe_14-OMe_15-OMe_16-CN.log,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,-0.27,-0.27,0.66,410.41,67.4943,433.8941,355.59,-305.8329,269.47,2.59,1.23,0.00401,0.018936352,0.015,0.032756567,-0.00593,0.007034313
6Heliceno_2-OMe_3-OMe_4-CC_8-CC_11-OMe_15-F.log,0.0,-0.27,-0.27,0.23,0.0,0.0,0.0,0.23,0.0,0.0,-0.27,0.0,0.0,0.0,0.06,0.0,411.48,46.9305,266.7081,357.21,-263.6191,274.82,2.16,1.07,0.00401,0.019859907,0.0178,0.029915488,-0.007,0.009145859
6Heliceno_6-bromo_8-cloro_12-cloro_10-bromo_3-bromo_9-yodo.log,0.0,0.0,0.232,0.0,0.0,0.232,0.0,0.227,0.18,0.232,0.0,0.227,0.0,0.0,0.0,0.0,417.25,9.5554,415.3058,370.04,-74.0842,284.81,0.976,0.287,0.00401,0.011773916,0.00567,0.015922984,-0.00242,0.006708602
6Heliceno_2-CN_3-NO2_4-CN_7-CHO_12-CN_16-CHO.log,0.0,0.66,0.78,0.66,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.42,447.16,17.5417,189.0775,378.98,-194.1751,333.11,1.32,0.638,0.00401,0.019304688,0.0177,0.025207767,-0.0109,0.018851674
6Heliceno_13-cloro_2-bromo_9-cloro_8-fluor.log,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.06,0.227,0.0,0.0,0.0,0.227,0.0,0.0,0.0,392.24,10.9356,633.2586,355.57,-371.2304,255.57,1.05,0.355,0.004,0.013587599,0.00788,0.029059654,-0.00497,0.006110285
6Heliceno_1-CN_11-F_13-CN_14-F.log,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.66,0.06,0.0,0.0,391.0,26.1282,559.9099,350.88,-455.6836,277.05,1.62,0.934,0.004,0.023112985,0.018,0.03313803,-0.00506,0.006189732
6Heliceno_1-SMe_2-NH2_3-OH_8-SH_10-OH_11-OH.log,0.001,-0.66,-0.37,0.0,0.0,0.0,0.0,0.15,0.0,-0.37,-0.37,0.0,0.0,0.0,0.0,0.0,430.39,43.595,300.9999,372.48,-168.7155,353.59,2.09,0.884,0.004,0.016935137,0.00442,0.01929355,-0.0043,0.007126856
6Heliceno_5-COOH_6-CHO_7-CN_10-CN.log,0.0,0.0,0.0,0.0,0.45,0.42,0.66,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,434.87,76.8345,223.539,337.36,-169.4646,321.82,2.78,1.2,0.00399,0.017229705,0.015,0.029870266,-0.00882,0.010550344
6Heliceno_1-OMe_2-SH_7-OH_8-OMe_11-OMe_15-OH.log,-0.27,0.15,0.0,0.0,0.0,0.0,-0.37,-0.27,0.0,0.0,-0.27,0.0,0.0,0.0,-0.37,0.0,422.86,68.8815,247.3002,364.44,-278.6233,260.18,2.63,1.08,0.00399,0.016485918,0.00829,0.030104271,-0.00399,0.004590559
6Heliceno_3-OMe_8-COOH_13-CH3.log,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,395.8,34.3986,528.8277,356.82,-510.6963,273.24,1.86,0.773,0.00399,0.016660839,0.0116,0.029716166,-0.00532,0.005502292
6Heliceno_2-CN_5-OMe_10-COOH_14-SH_15-NH2_16-COOH.log,0.0,0.66,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.15,-0.66,0.45,429.82,20.8277,332.6487,384.92,-408.0907,300.32,1.44,1.01,0.00399,0.028086033,0.0335,0.043683405,-0.0056,0.010616177
6Heliceno_1-bromo_2-fluor_3-fluor_15-fluor.log,0.232,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,389.59,23.5807,552.5964,349.01,-249.0298,266.59,1.54,0.89,0.00398,0.02311211,0.0102,0.029054008,-0.00633,0.007214901
6Heliceno_3-CN_6-CN_10-F_11-OMe_12-CN_15-CC.log,0.0,0.0,0.66,0.0,0.0,0.66,0.0,0.0,0.0,0.06,-0.27,0.66,0.0,0.0,0.23,0.0,415.6,103.0384,184.6726,336.12,-509.3284,268.9,3.22,1.28,0.00398,0.015942804,0.0117,0.026496755,-0.00547,0.006316661
6Heliceno_4-SMe_6-OMe_8-OH_10-OMe_15-NH2_16-SH.log,0.0,0.0,0.0,0.001,0.0,-0.27,0.0,-0.37,0.0,-0.27,0.0,0.0,0.0,0.0,-0.66,0.15,408.17,56.7702,276.2953,373.04,-272.2838,274.99,2.39,1.34,0.00398,0.022378813,0.011,0.028348384,-0.00413,0.006368247
6Heliceno_4-OMe_8-OH_13-OMe_14-OH.log,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,-0.27,-0.37,0.0,0.0,394.79,47.8702,427.7329,350.75,-288.1955,254.72,2.19,0.945,0.00398,0.017245082,0.0105,0.026117667,-0.00354,0.006103167
6Heliceno_1-NH2_2-NH2.log,-0.66,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.41,50.8252,209.5507,341.64,-393.4018,252.04,2.26,0.955,0.00397,0.016875204,0.00585,0.03740884,-0.00384,0.004233065
6Heliceno_1-bromo_12-bromo_13-yodo.log,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.18,0.0,0.0,0.0,399.34,2.9184,167.0483,366.71,-169.8685,277.69,0.542,0.208,0.00397,0.01534949,0.00349,0.025783829,-0.00515,0.015749119
6Heliceno_5-bromo_15-yodo_1-cloro.log,0.227,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,396.22,26.6282,436.4748,358.34,-224.9772,259.03,1.64,1.2,0.00397,0.029335022,0.0104,0.031465547,-0.00374,0.007803187
6Heliceno_3-cloro_2-cloro_14-cloro_10-fluor_6-yodo.log,0.0,0.227,0.227,0.0,0.0,0.18,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.227,0.0,0.0,388.58,13.6084,737.5257,350.35,-304.1282,266.06,1.17,0.605,0.00397,0.02069065,0.0124,0.029397854,-0.00668,0.012132669
6Heliceno_2-OMe_5-CC_6-CC_14-CN_16-F.log,0.0,-0.27,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.06,416.28,78.1123,197.7707,364.61,-129.7736,260.71,2.81,1.36,0.00397,0.01942087,0.00573,0.024190736,-0.00439,0.007721283
6Heliceno_5-OMe_7-SH_9-OMe_10-SMe_13-NH2.log,0.0,0.0,0.0,0.0,-0.27,0.0,0.15,0.0,-0.27,0.001,0.0,0.0,-0.66,0.0,0.0,0.0,420.09,64.2705,131.0456,341.72,-115.8764,264.49,2.54,0.923,0.00397,0.014510243,0.0035,0.018309388,-0.00598,0.012004293
6Heliceno_3-OH_13-OH.log,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,384.2,6.96,541.1599,347.14,-441.675,263.74,0.838,0.441,0.00396,0.021049357,0.00831,0.027153599,-0.0068,0.00797413
6Heliceno_4-OH_14-OH.log,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,384.2,6.96,541.1602,347.14,-441.6747,263.74,0.838,0.441,0.00396,0.021049357,0.00831,0.027153599,-0.0068,0.00797413
6Heliceno_4-CN_12-CN_13-COOH_15-COOH.log,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.45,0.0,0.45,0.0,404.3,12.052,324.1006,357.32,-327.366,268.09,1.1,0.665,0.00396,0.024115182,0.00636,0.026105354,-0.0144,0.014577721
6Heliceno_5-NH2_2-NH2_14-NH2_16-SMe.log,0.0,-0.66,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.001,437.51,21.4039,360.8708,350.92,-211.6337,271.61,1.47,0.722,0.00396,0.019649071,0.0142,0.029031837,-0.00716,0.007518304
6Heliceno_2-bromo_7-fluor_10-fluor_15-fluor.log,0.0,0.232,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,387.48,55.5729,693.925,339.92,-314.1162,270.32,2.37,1.14,0.00396,0.019302466,0.0173,0.031850112,-0.00392,0.004189991
6Heliceno_4-CN_12-CN_13-COOH_15-COOH.log,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.45,0.0,0.45,0.0,404.3,12.052,324.1006,357.32,-327.366,268.09,1.1,0.665,0.00396,0.024115182,0.00636,0.026105354,-0.0144,0.014577721
6Heliceno_1-fluor_3-yodo_9-cloro_15-bromo_16-bromo.log,0.06,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.232,0.232,400.86,7.6925,598.2186,366.49,-263.7874,278.55,0.881,0.734,0.00396,0.033323746,0.0158,0.038568635,-0.00336,0.005821297
6Heliceno_8-CN_10-CN_11-CN_13-F_14-OMe_16-OMe.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.0,0.06,-0.27,0.0,-0.27,428.77,63.0131,297.5091,370.44,-258.7624,258.22,2.52,0.937,0.00396,0.014851381,0.0113,0.025207726,-0.00538,0.006162929
6Heliceno_3-OMe_4-NH2_7-SH_9-SH_12-OMe_15-NH2.log,0.0,0.0,-0.27,-0.66,0.0,0.0,0.15,0.0,0.15,0.0,0.0,-0.27,0.0,0.0,-0.66,0.0,435.24,4.8831,348.4923,352.81,-123.1691,343.6,0.702,0.276,0.00396,0.015717371,0.0181,0.031712258,-0.0027,0.00275266
6Heliceno_4-SH_7-Cl_13-F_15-NH2.log,0.0,0.0,0.0,0.15,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.06,0.0,-0.66,0.0,415.4,39.6384,194.3645,335.83,-337.3822,262.3,2.0,0.919,0.00396,0.018363152,0.0301,0.045869097,-0.00643,0.00791767
6Heliceno_8-CH3_7-CH3.log,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.48,5.3204,665.6237,345.94,-498.082,257.33,0.734,0.196,0.00395,0.010667923,0.00543,0.023136791,-0.00891,0.008907383
6Heliceno_7-CHO_10-CHO.log,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,432.28,86.2113,308.6251,365.39,-127.7635,342.94,2.96,1.03,0.00395,0.013879251,0.00535,0.021269702,-0.0219,0.029485442
6Heliceno_2-CHO_7-NO2_15-NO2.log,0.0,0.42,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,435.67,32.6917,274.8917,369.09,-250.0822,307.35,1.82,0.767,0.00395,0.016862941,0.0308,0.032442229,-0.00744,0.007671967
6Heliceno_6-OMe_2-NH2_8-NH2_16-SH.log,0.0,-0.66,0.0,0.0,0.0,-0.27,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,432.26,32.9497,346.2383,323.59,-131.9604,267.43,1.83,0.913,0.00395,0.020006603,0.0191,0.03058588,-0.00692,0.007791914
6Heliceno_1-cloro_14-bromo_15-yodo_12-bromo_2-fluor.log,0.227,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.232,0.18,0.0,396.55,30.9171,634.668,356.43,-188.9608,282.96,1.77,1.2,0.00395,0.027150227,0.0194,0.029455345,-0.0028,0.003786639
6Heliceno_2-cloro_3-fluor_8-fluor_14-fluor_16-fluor.log,0.0,0.227,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,382.25,1.3131,593.5333,346.65,-174.4778,251.97,0.365,0.179,0.00395,0.019606795,0.00641,0.028119597,-0.00694,0.007886252
6Heliceno_10-CC_13-F.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.0,0.0,391.06,3.5589,510.4912,349.73,-255.4548,258.73,0.601,0.227,0.00394,0.015124256,0.00511,0.023045299,-0.00363,0.00608426
6Heliceno_3-NH2_5-SMe_6-OH_14-OMe.log,0.0,0.0,-0.66,0.0,0.001,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,400.83,32.8396,303.6016,364.61,-468.5341,271.1,1.83,0.434,0.00394,0.009519376,0.00627,0.028253645,-0.00682,0.008213253
6Heliceno_9-CN_14-CN_10-CN_11-NO2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.78,0.0,0.0,0.66,0.0,0.0,453.27,72.9382,106.3204,373.74,-328.2286,267.1,2.72,1.09,0.00394,0.016000644,0.00972,0.029583954,-0.00602,0.011001711
6Heliceno_7-SH_13-SMe_14-SMe_15-NH2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.001,-0.66,0.0,418.29,80.2597,392.5208,364.57,-66.8613,273.29,2.86,1.2,0.00394,0.016804781,0.00924,0.025539137,-0.00153,0.006364424
6Heliceno_2-COOH_8-CHO_13-CHO_15-CN.log,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.42,0.0,0.66,0.0,417.63,52.4565,251.0696,371.07,-205.3278,303.64,2.31,1.15,0.00394,0.019860981,0.0414,0.044350836,-0.0053,0.005533008
6Heliceno_1-bromo_2-bromo_3-yodo_5-cloro_14-cloro.log,0.232,0.232,0.18,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,409.12,14.3027,465.9586,378.08,-351.2045,278.02,1.2,1.11,0.00394,0.03678425,0.0157,0.036205292,-0.00524,0.00796768
6Heliceno_2-yodo_7-cloro_4-bromo_14-bromo_11-cloro_15-fluor.log,0.0,0.18,0.0,0.232,0.0,0.0,0.227,0.0,0.0,0.0,0.227,0.0,0.0,0.232,0.06,0.0,394.24,20.5254,650.212,358.34,-368.7715,266.54,1.44,0.863,0.00394,0.023924839,0.0134,0.032790196,-0.00454,0.005227555
6Heliceno_15-yodo_1-bromo_10-yodo_4-bromo_6-fluor_2-yodo.log,0.232,0.18,0.0,0.232,0.0,0.06,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,410.63,36.8269,595.284,372.18,-136.4266,337.6,1.93,1.12,0.00394,0.023118138,0.0146,0.025839165,-0.00436,0.009827393
6Heliceno_1-SMe_11-NH2_13-SH_14-SH.log,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.15,0.15,0.0,0.0,416.96,61.1735,172.6345,326.1,-335.9677,282.9,2.5,1.01,0.00393,0.016248586,0.0241,0.031977738,-0.00286,0.00506004
6Heliceno_6-CC_10-OMe_11-CN_14-CN_16-CN.log,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,-0.27,0.66,0.0,0.0,0.66,0.0,0.66,458.93,41.6979,232.422,324.43,-421.6548,305.53,2.06,0.871,0.00393,0.016902781,0.0149,0.023830822,-0.00452,0.007539308
6Heliceno_2-OH_3-OH_4-OMe_11-OH_15-OH.log,0.0,-0.37,-0.37,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,-0.37,0.0,409.38,44.7596,330.9022,362.35,-507.32,255.36,2.13,1.08,0.00393,0.020223524,0.0113,0.028018915,-0.00487,0.005526253
6Heliceno_1-OMe_2-CN_3-OMe_4-OMe_6-F_14-F.log,-0.27,0.66,-0.27,-0.27,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,421.95,71.9397,334.364,369.38,-215.1811,255.45,2.71,1.13,0.00393,0.01671874,0.00931,0.02694724,-0.00498,0.00545859
6Heliceno_3-NH2_5-OH_7-OMe_14-SH_15-OMe_16-NH2.log,0.0,0.0,-0.66,0.0,-0.37,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.27,-0.66,405.49,1.5783,399.3121,368.94,-508.7664,272.5,0.401,0.308,0.00393,0.030757618,0.0032,0.02542603,-0.00431,0.005295661
6Heliceno_3-CC_6-CC_7-CC_9-CH3_14-CH3_15-CC.log,0.0,0.0,0.23,0.0,0.0,0.23,0.23,0.0,-0.17,0.0,0.0,0.0,0.0,-0.17,0.23,0.0,413.22,43.5494,462.2434,366.42,-344.061,292.88,2.1,0.842,0.00393,0.016011218,0.0173,0.032225761,-0.00376,0.008163013
6Heliceno_2-yodo_4-bromo_16-cloro.log,0.0,0.18,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,391.69,22.4039,561.2596,354.86,-191.7067,271.5,1.51,1.12,0.00392,0.029492337,0.0193,0.0308826,-0.00583,0.009363641
6Heliceno_13-bromo_16-cloro_14-yodo_2-cloro.log,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.18,0.0,0.227,396.4,15.7759,506.3793,362.2,-217.9599,269.42,1.27,0.884,0.00392,0.027868121,0.0146,0.032627845,-0.0126,0.014156788
6Heliceno_1-CN_3-COOH_12-COOH.log,0.66,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,409.27,18.7373,168.1895,357.66,-277.3382,266.9,1.38,0.69,0.00391,0.019937025,0.00636,0.025752065,-0.00464,0.005156177
6Heliceno_6-OH_8-OMe_11-OMe.log,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,-0.27,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,385.68,1.5423,519.4183,352.03,-377.6986,246.49,0.397,0.1,0.00391,0.010086743,0.00722,0.021648088,-0.00735,0.0076765
6Heliceno_11-CH3_12-CH3_13-CC_15-CC.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-0.17,0.23,0.0,0.23,0.0,395.52,13.7121,443.6922,362.45,-402.7928,272.92,1.18,0.611,0.00391,0.020621265,0.00933,0.026499014,-0.00548,0.012692045
6Heliceno_3-F_4-F_7-F_9-OMe_13-OMe.log,0.0,0.0,0.06,0.06,0.0,0.0,0.06,0.0,-0.27,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,398.31,24.9685,347.2159,356.79,-292.1512,242.88,1.6,0.735,0.00391,0.01838408,0.00863,0.024919778,-0.00665,0.008465405
6Heliceno_7-OMe_9-OH_11-CH3_13-Cl.log,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,-0.37,0.0,-0.17,0.0,0.227,0.0,0.0,0.0,389.37,12.9984,522.1592,350.32,-293.9714,259.39,1.15,0.394,0.00391,0.013673361,0.00594,0.021806007,-0.00995,0.010228028
6Heliceno_4-COOH_10-NO2_11-NO2_15-CN.log,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.66,0.0,430.52,69.6788,260.8361,387.71,-108.4189,313.7,2.67,1.16,0.0039,0.017291053,0.0186,0.031069116,-0.00702,0.007754795
6Heliceno_2-OMe_8-OMe_9-CN_12-CN_16-CN.log,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,-0.27,0.66,0.0,0.0,0.66,0.0,0.0,0.0,0.66,468.02,12.0638,159.0916,414.86,-199.4301,293.82,1.11,0.565,0.0039,0.020311967,0.00512,0.020859778,-0.00414,0.007072151
6Heliceno_2-cloro_3-cloro_8-fluor_16-fluor_14-fluor_1-yodo.log,0.18,0.227,0.227,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,401.03,4.3568,334.0799,370.04,-104.3349,318.26,0.668,0.185,0.0039,0.011103808,0.027,0.044666936,-0.0103,0.012940224
6Heliceno_1-Br_2-NH2_16-CH3.log,0.232,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,415.26,43.1008,430.4623,367.53,-290.2762,260.13,2.1,1.23,0.0039,0.023354771,0.013,0.030400044,-0.00487,0.008878495
6Heliceno_1-CH3_2-SH_3-CH3_7-SH_10-CH3.log,-0.17,0.15,-0.17,0.0,0.0,0.0,0.15,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,404.58,12.8823,505.1515,365.29,-239.6874,264.8,1.15,0.559,0.0039,0.019458473,0.0106,0.027142875,-0.00917,0.011225093
6Heliceno_7-CHO_10-COOH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,419.75,61.8453,278.9942,362.11,-359.3014,256.69,2.52,0.88,0.00389,0.01396133,0.00457,0.018886693,-0.0058,0.006668951
6Heliceno_3-OMe_6-OMe.log,0.0,0.0,-0.27,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.08,18.9365,547.2462,347.99,-487.5523,263.32,1.4,0.504,0.00389,0.014453444,0.00865,0.026627993,-0.00795,0.008006805
